category,material,material_cost,labour_cost,size,weight,market_min,market_avg,market_max,demand_score,price
Cane Furniture,Jute,1464,359,32.8,3.31,181.47,215,241.93,0.55,2802.61
Embroidered Cloth,Terracotta,1090,175,5.96,2.04,2811.81,3168,3984.97,0.36,3660.14
Embroidered Cloth,Silk,783,606,51.16,3.91,1958.04,2438,2838.55,0.83,3756.73
Metal Craft,Beads,366,51,59.63,3.61,1772.76,2017,2506.67,0.72,2183.17
Pottery,Terracotta,802,977,29.39,2.22,1868.51,2414,2743.56,0.35,3928.49
Terracotta,Cotton,562,199,36.05,4.41,1419.02,1750,1959.42,0.48,2282.56
Cane Furniture,Jute,544,773,49.33,4.24,2035.94,2588,3241.5,0.58,3592.53
Handmade Jewellery,Wood,1393,1179,59.23,4.8,468.21,556,672.27,0.9,4188.76
Bamboo Basket,Silk,965,192,31.48,3.52,1047.08,1107,1251.28,0.93,2612.65
Handmade Jewellery,Cotton,1455,390,24.83,4.04,997.46,1257,1365.27,0.83,3484.28
Pottery,Clay,1249,1073,39.67,2.55,1238.26,1346,1478.31,0.85,4202.39
Jute Bag,Beads,790,1176,33.05,1.25,951.59,1048,1105.9,0.95,3647.15
Terracotta,Brass,1247,585,11.84,2.99,2402.1,3033,3233.29,0.91,4477.84
Cane Furniture,Brass,1133,665,43.49,3.97,3712.4,3948,4865.74,0.31,4931.61
Handmade Jewellery,Cotton,642,221,6.98,2.44,678.39,868,1007.72,0.36,1870.46
Terracotta,Beads,1085,467,22.16,0.1,2349.8,3078,3656.05,0.54,4026.85
Jute Bag,Clay,1329,473,22.12,2.59,732.5,944,1132.42,0.95,3228.52
Handloom Saree,Terracotta,525,150,49.36,0.69,1827.05,2169,2382.52,0.39,2360.56
Wooden Craft,Clay,864,289,11.4,2.8,2406.92,2615,2933.08,0.26,3108.35
Metal Craft,Clay,145,474,23.66,2.22,1334.26,1480,1580.83,0.26,1942.57
Handloom Saree,Wood,776,164,18.73,3.73,963.74,1059,1146.02,0.26,2050.13
Bamboo Basket,Silk,1259,283,30.52,2.3,3063.49,3864,4150.2,0.28,4417.39
Wooden Craft,Bamboo,692,58,9.63,4.05,2464.52,2897,3207.9,0.72,2998.32
Pottery,Terracotta,867,308,39.06,1.73,870.47,1121,1398.61,0.91,2634.89
Metal Craft,Beads,734,208,56.86,1.93,1374.44,1814,2308.18,0.84,2805.86
Wooden Craft,Terracotta,241,406,51.35,4.99,2790.6,3612,4633.81,0.75,3408.16
Wooden Craft,Silk,279,752,56.84,3.45,627.93,721,888.42,0.24,2208.06
Jute Bag,Brass,1417,148,50.43,4.74,1198.99,1436,1696.89,0.43,3124.51
Wooden Craft,Jute,69,591,13.52,3.82,1467.56,1915,2241.86,0.92,2381.37
Handmade Jewellery,Wood,428,989,46.29,0.52,1506.59,1980,2541.51,0.37,3254.36
Bamboo Basket,Beads,379,318,27.56,0.27,2342.81,2575,3155.86,0.27,2530.77
Jute Bag,Jute,1109,393,27.44,4.12,3494.38,3983,5057.37,0.44,4517.49
Handmade Jewellery,Cotton,694,336,51.09,1.65,1342.99,1504,1741.16,0.36,2637.22
Metal Craft,Silk,478,1031,21.28,4.61,175.06,208,262.33,0.93,2526.0
Handloom Saree,Silk,783,447,12.99,1.08,843.97,911,1087.84,0.92,2569.3
Cane Furniture,Wood,808,934,41.04,0.84,3551.44,3906,4904.24,0.57,4940.51
Embroidered Cloth,Bamboo,76,430,15.22,2.79,1477.28,1696,2025.94,0.75,1972.58
Bamboo Basket,Terracotta,660,271,35.61,3.53,1487.63,1787,2121.84,0.3,2646.14
Bamboo Basket,Terracotta,1378,554,52.77,3.78,1975.22,2115,2548.58,0.49,4156.12
Metal Craft,Wood,615,869,54.09,3.79,1053.3,1274,1394.55,0.87,3336.31
Metal Craft,Beads,1475,1137,48.26,2.68,1063.19,1125,1284.35,0.53,4602.83
Bamboo Basket,Wood,64,944,17.01,4.17,642.87,738,893.93,0.36,2093.01
Embroidered Cloth,Jute,708,743,15.93,3.93,469.95,508,631.17,0.61,2462.25
Embroidered Cloth,Jute,1451,501,17.95,1.39,1460.45,1842,2371.67,0.7,3856.4
Handloom Saree,Brass,1221,136,20.05,1.98,1789.45,2350,2519.06,0.51,3313.8
Cane Furniture,Cotton,964,458,38.49,3.49,1562.17,1768,2185.97,0.24,3142.43
Metal Craft,Beads,461,84,43.79,4.83,1846.05,2272,2803.87,0.82,2416.77
Wooden Craft,Bamboo,635,616,52.86,4.83,2681.27,2876,3370.39,0.94,3832.93
Bamboo Basket,Wood,239,112,40.17,2.51,1509.06,1954,2138.54,0.6,2015.1
Bamboo Basket,Jute,1120,333,44.01,1.31,3468.22,3891,4142.26,0.48,4431.99
Handloom Saree,Silk,795,581,19.93,4.09,411.25,525,656.69,0.23,2437.98
Handmade Jewellery,Cane,89,400,27.0,4.97,1612.23,1772,2302.1,0.39,1986.0
Jute Bag,Cotton,495,1132,44.41,4.26,2356.17,2722,3520.89,0.7,4175.17
Wooden Craft,Silk,1337,804,15.85,1.29,1271.84,1537,1643.46,0.31,3880.39
Bamboo Basket,Beads,188,68,8.97,4.59,2373.35,3142,3583.97,0.84,2510.05
Jute Bag,Wood,203,602,41.05,1.4,1244.42,1317,1690.39,0.3,2177.23
Metal Craft,Silk,212,813,59.61,2.29,2861.1,3205,3949.18,0.79,3662.43
Pottery,Wood,1134,981,24.19,4.57,2301.28,2545,3014.94,0.25,4544.78
Metal Craft,Cane,846,497,18.28,1.91,578.68,703,911.6,0.25,2425.89
Handmade Jewellery,Silk,1280,338,16.02,4.91,1997.94,2649,3212.64,0.39,3813.33
Embroidered Cloth,Wood,1093,1057,53.57,2.84,2852.6,3273,4120.26,0.52,5056.57
Pottery,Beads,722,655,52.29,1.25,227.55,259,281.85,0.99,2523.2
Terracotta,Cane,1234,313,31.32,2.89,1331.63,1444,1860.38,0.79,3286.38
Bamboo Basket,Bamboo,871,757,35.28,3.45,660.06,861,1010.43,0.7,3103.91
Handloom Saree,Cane,192,542,46.95,4.71,3604.78,3834,4078.2,0.43,3453.71
Cane Furniture,Jute,862,1020,57.46,4.27,812.16,987,1075.05,0.6,3614.35
Embroidered Cloth,Wood,728,183,37.54,1.69,440.4,534,575.87,0.86,1765.17
Wooden Craft,Brass,92,1178,12.09,3.81,2664.66,2984,3647.85,0.91,3972.26
Metal Craft,Silk,1323,558,41.44,4.21,2944.42,3582,4604.79,0.96,5099.77
Terracotta,Silk,1399,357,59.67,0.45,3511.51,3863,4815.52,0.27,4724.2
Jute Bag,Jute,410,917,26.0,0.89,2538.03,3149,3931.71,0.84,3983.35
Jute Bag,Wood,1093,507,28.21,2.91,2890.97,3306,4011.25,0.22,4166.25
Metal Craft,Bamboo,661,1195,15.16,1.45,2432.22,2876,3453.01,0.65,4337.65
Bamboo Basket,Cotton,190,688,57.87,3.69,1482.62,1773,1940.14,0.99,2716.06
Handloom Saree,Silk,1166,690,56.26,0.52,296.49,360,392.56,0.51,3011.23
Metal Craft,Bamboo,1243,283,32.6,1.66,2092.5,2505,2872.75,0.72,3741.14
Pottery,Silk,1486,762,54.36,3.74,1550.41,1690,2160.27,0.95,4518.05
Bamboo Basket,Wood,62,117,28.67,4.57,966.36,1265,1391.7,0.54,1283.41
Metal Craft,Cotton,137,679,53.55,3.49,1189.08,1422,1513.03,0.8,2333.63
Cane Furniture,Brass,464,504,26.88,3.15,285.4,358,457.5,0.73,1795.66
Handmade Jewellery,Cane,555,876,14.22,3.74,426.26,505,608.92,0.49,2351.41
Embroidered Cloth,Brass,1485,991,48.19,0.71,3144.24,3371,3548.57,0.31,5440.99
Embroidered Cloth,Wood,803,781,6.42,4.79,2728.75,3004,3479.85,0.58,4086.41
Handmade Jewellery,Terracotta,682,806,42.21,4.41,2021.14,2286,2465.78,0.89,3728.03
Handmade Jewellery,Cotton,434,58,42.14,1.49,227.62,296,335.2,0.7,1240.51
Pottery,Clay,856,806,59.28,4.58,1934.98,2066,2674.07,0.51,3799.41
Embroidered Cloth,Terracotta,779,950,10.7,2.21,370.64,481,616.41,0.27,2686.31
Handmade Jewellery,Wood,274,663,8.38,4.77,2523.96,3312,3528.99,0.44,3283.82
Pottery,Wood,1393,702,53.47,3.29,3085.71,3366,4260.89,0.3,4997.37
Handloom Saree,Wood,708,1094,40.0,2.88,457.23,568,602.05,0.41,3066.09
Handmade Jewellery,Bamboo,1158,861,56.12,0.84,364.28,391,504.54,0.28,3130.55
Metal Craft,Jute,194,966,24.0,3.41,1197.22,1476,1699.28,0.81,2787.54
Embroidered Cloth,Cotton,1219,104,14.04,3.59,953.0,1129,1199.04,0.45,2603.39
Handloom Saree,Silk,297,181,45.26,4.43,2323.33,2453,2585.0,0.78,2553.32
Embroidered Cloth,Beads,1205,1136,33.81,2.94,3455.02,3724,4088.83,0.42,5446.94
Handmade Jewellery,Silk,735,877,29.58,0.88,2276.68,2453,2719.56,0.42,3723.13
Metal Craft,Silk,1291,555,53.51,3.88,2727.81,3336,3947.55,0.94,4666.55
Handloom Saree,Cane,909,482,29.89,0.12,369.6,433,462.16,0.24,2213.47
Metal Craft,Bamboo,210,223,32.44,1.98,1939.72,2223,2609.42,0.73,2141.83
Handmade Jewellery,Terracotta,1074,572,59.86,4.57,1174.14,1305,1396.83,0.6,3454.56
Terracotta,Bamboo,850,786,21.16,4.88,285.84,352,444.88,0.82,2788.25
Embroidered Cloth,Terracotta,1285,102,35.31,2.71,741.49,840,1079.8,0.84,2764.83
Metal Craft,Cotton,1044,127,49.26,4.78,1314.23,1432,1803.94,0.78,2800.2
Embroidered Cloth,Wood,523,803,21.0,1.71,446.87,480,604.57,0.39,2453.77
Handloom Saree,Bamboo,555,695,59.35,4.89,3427.48,3782,4257.13,0.95,4410.6
Jute Bag,Wood,605,955,44.71,1.79,788.41,948,1045.62,0.91,3092.1
Handloom Saree,Cane,1340,779,12.08,1.59,1740.77,2001,2462.24,0.31,4117.13
Terracotta,Clay,1019,400,38.85,1.12,1988.43,2400,2854.67,0.98,3632.14
Jute Bag,Terracotta,1095,1186,19.13,3.72,999.11,1118,1237.57,0.59,4170.28
Terracotta,Cotton,640,563,49.4,1.28,2371.1,2815,3443.38,0.97,3616.4
Terracotta,Jute,1405,93,18.79,1.08,1608.16,2129,2492.38,0.52,3352.3
Metal Craft,Terracotta,538,67,18.0,0.94,302.33,320,411.37,0.8,1274.42
Wooden Craft,Silk,571,577,52.65,0.38,768.99,908,1117.76,0.76,2475.44
Embroidered Cloth,Brass,1277,792,51.2,2.5,984.94,1146,1377.77,0.28,3867.25
Handloom Saree,Jute,1042,458,6.14,4.57,2252.79,2865,3072.21,0.85,3869.27
Wooden Craft,Jute,556,499,50.52,3.56,1695.79,2027,2454.46,0.44,2766.17
Embroidered Cloth,Brass,970,388,54.49,3.21,1598.46,2034,2253.4,0.21,3144.88
Wooden Craft,Cotton,1269,210,39.17,1.99,1741.62,2192,2743.3,0.26,3479.01
Cane Furniture,Cotton,340,479,29.9,3.81,2605.76,2843,3356.98,0.69,3191.0
Terracotta,Clay,90,433,59.89,2.7,2603.02,2961,3234.89,0.21,2677.2
Handloom Saree,Clay,1219,947,13.33,1.47,3452.47,3828,4416.23,0.95,5297.55
Handmade Jewellery,Bamboo,454,92,41.26,1.09,3056.67,3380,3958.14,0.6,2893.58
Wooden Craft,Bamboo,579,118,41.62,2.63,278.2,332,355.53,0.37,1287.31
Jute Bag,Clay,313,670,6.06,0.52,325.96,350,421.34,0.32,1783.26
Jute Bag,Brass,624,131,46.25,0.4,339.47,435,469.8,0.62,1578.52
Metal Craft,Terracotta,200,752,44.78,3.52,208.26,223,280.78,0.5,1898.14
Cane Furniture,Beads,647,1098,30.42,2.94,2056.8,2400,2911.89,0.42,4024.17
Bamboo Basket,Clay,1342,229,45.69,0.79,1100.75,1284,1606.67,0.46,2971.2
Handmade Jewellery,Brass,874,455,46.12,1.12,505.83,533,623.05,0.77,2432.48
Cane Furniture,Bamboo,95,271,16.95,2.17,813.33,967,1237.59,0.81,1318.14
Bamboo Basket,Brass,1281,1031,44.18,1.75,2769.02,3397,3723.65,0.83,5347.19
Embroidered Cloth,Wood,314,960,17.42,2.33,1764.62,1978,2110.43,0.5,2947.77
Jute Bag,Bamboo,1299,277,25.26,0.62,667.03,764,886.34,0.38,2746.61
Jute Bag,Beads,891,207,38.78,3.43,2300.08,3018,3439.78,0.67,3498.67
Metal Craft,Jute,708,811,52.95,4.82,1781.64,2147,2477.15,0.58,3650.51
Handmade Jewellery,Beads,885,949,15.33,2.59,1327.16,1458,1828.93,0.55,3533.2
Wooden Craft,Cane,59,258,23.36,1.16,3091.53,3454,3949.56,0.43,2613.32
Pottery,Jute,1456,628,46.72,3.41,1439.18,1661,1931.94,0.65,4075.87
Handmade Jewellery,Clay,674,883,26.12,1.72,2432.44,2817,3005.7,0.88,4046.84
Jute Bag,Terracotta,784,770,20.1,4.52,138.75,170,188.08,0.82,2573.7
Terracotta,Jute,1388,936,40.8,3.75,262.37,284,323.08,0.53,3530.24
Bamboo Basket,Brass,450,958,33.7,3.69,1493.16,1771,2017.89,0.53,3221.57
Pottery,Wood,847,743,40.92,4.29,616.12,742,912.61,0.66,2958.5
Jute Bag,Cane,1140,676,47.12,3.37,2680.01,3198,3766.89,0.42,4450.54
Embroidered Cloth,Jute,776,191,34.21,0.72,3096.49,3631,3906.12,0.86,3645.22
Embroidered Cloth,Wood,1424,854,15.21,4.09,3068.43,3866,4988.24,0.21,5318.91
Jute Bag,Beads,1408,762,54.93,2.34,2581.23,2762,3094.13,0.64,4715.83
Cane Furniture,Cotton,117,274,10.06,1.74,3536.99,3828,4283.93,0.35,2750.41
Embroidered Cloth,Cotton,1266,1060,23.63,1.46,697.36,774,910.13,0.36,3779.85
Jute Bag,Terracotta,257,462,18.28,0.8,714.21,889,996.78,0.71,1670.14
Pottery,Beads,1117,559,24.36,2.18,1011.11,1270,1602.48,0.56,3244.22
Bamboo Basket,Cotton,609,1105,35.73,0.27,1463.96,1553,1974.71,0.48,3310.84
Embroidered Cloth,Jute,235,211,23.62,3.07,1402.24,1629,1958.35,0.86,1891.72
Handloom Saree,Cotton,684,615,15.6,1.73,550.49,703,800.3,0.41,2496.6
Bamboo Basket,Wood,575,879,9.57,3.47,2527.42,2853,3467.68,0.93,3825.62
Jute Bag,Clay,1028,453,17.79,2.48,1372.23,1697,2014.59,0.48,3020.19
Embroidered Cloth,Jute,103,296,10.55,4.13,3347.76,3926,4580.51,0.26,2949.63
Jute Bag,Cane,669,1176,33.91,4.94,2537.88,2979,3268.69,0.34,4562.32
Terracotta,Silk,305,570,10.04,2.34,769.26,872,1133.02,0.91,2112.86
Cane Furniture,Terracotta,638,1195,47.7,0.86,1677.98,1815,2209.31,0.3,3906.22
Terracotta,Jute,113,261,52.42,2.48,3592.08,3878,4181.68,0.75,3139.83
Handloom Saree,Jute,1099,808,52.38,4.34,828.67,979,1217.73,0.7,3559.48
Jute Bag,Terracotta,311,59,8.86,3.35,1979.03,2321,2948.65,0.7,1934.05
Handmade Jewellery,Silk,1109,319,20.25,1.62,1360.43,1536,1974.99,0.32,2837.7
Metal Craft,Cane,738,177,31.8,3.3,214.9,250,318.96,0.94,2036.53
Handmade Jewellery,Bamboo,463,117,8.97,0.17,774.72,1020,1215.23,0.87,1670.15
Handmade Jewellery,Jute,1411,170,21.49,4.29,1859.87,2308,2614.67,0.43,3531.75
Metal Craft,Jute,253,576,59.55,0.63,2166.87,2392,2697.89,0.93,3040.62
Terracotta,Clay,840,1171,26.29,3.13,1177.03,1336,1516.16,0.46,3714.78
Jute Bag,Silk,1271,752,51.32,4.31,526.94,688,725.81,0.24,3495.02
Pottery,Beads,1430,463,56.03,4.57,498.12,578,725.63,0.35,3276.67
Cane Furniture,Beads,409,816,33.78,4.3,2753.55,2955,3549.16,0.76,3656.18
Handmade Jewellery,Silk,710,147,15.91,4.44,216.14,236,297.22,0.29,1484.43
Handmade Jewellery,Terracotta,546,661,10.21,3.72,2172.47,2395,2758.24,0.82,3319.62
Pottery,Jute,1419,65,48.62,3.49,3322.89,3866,4501.9,0.65,4625.47
Metal Craft,Wood,1487,985,9.57,3.76,467.99,595,762.1,0.91,3800.36
Cane Furniture,Cane,1399,1094,18.55,4.98,2205.03,2715,3175.12,0.91,5395.89
Cane Furniture,Cotton,1215,1072,27.59,4.55,505.94,587,749.17,0.85,3816.76
Terracotta,Jute,368,267,33.91,3.88,2122.23,2456,2873.97,0.39,2599.78
Jute Bag,Cotton,802,294,28.94,4.45,985.73,1312,1594.71,0.42,2452.14
Pottery,Silk,310,439,56.32,2.77,421.05,557,705.72,0.4,1652.13
Jute Bag,Cotton,1046,317,31.4,4.05,3359.67,3594,4534.64,0.52,4049.65
Handloom Saree,Clay,193,690,19.95,4.54,1592.0,1752,1973.15,0.43,2579.79
Embroidered Cloth,Cane,129,1056,38.41,3.65,1360.76,1654,2059.12,0.26,2883.31
Jute Bag,Brass,1098,618,7.88,2.54,2026.9,2316,2670.86,0.94,4074.81
Jute Bag,Terracotta,489,624,15.59,2.49,1024.32,1352,1634.51,0.58,2495.19
Metal Craft,Cotton,349,577,16.86,4.93,2831.21,3655,4154.41,0.25,3435.83
Pottery,Cotton,1316,638,31.7,4.66,992.17,1194,1447.81,0.95,3641.37
Bamboo Basket,Bamboo,960,909,51.33,2.66,1157.25,1444,1714.45,0.79,3715.53
Pottery,Wood,1116,120,34.93,4.88,2532.95,3036,3312.18,0.68,3661.4
Wooden Craft,Clay,378,1075,27.51,3.1,2366.31,2685,2914.86,0.81,3935.66
Cane Furniture,Jute,857,597,12.24,3.48,1005.92,1318,1447.36,0.91,2986.09
Jute Bag,Clay,632,597,5.11,2.8,2323.91,2776,3231.52,0.48,3182.0
Metal Craft,Cane,624,1151,30.12,2.7,1084.81,1288,1509.53,0.63,3495.71
Bamboo Basket,Silk,351,966,12.28,1.57,1370.12,1449,1754.15,0.56,2859.06
Terracotta,Wood,844,908,38.38,4.04,1561.01,1950,2512.86,0.44,3810.6
Cane Furniture,Cotton,664,152,9.25,3.8,2354.19,2944,3160.37,0.44,2853.84
Cane Furniture,Wood,485,851,33.25,1.68,247.26,261,284.56,0.86,2375.97
Wooden Craft,Cotton,243,103,55.42,1.72,1600.95,1761,1941.24,0.52,1902.91
Pottery,Brass,140,395,6.96,1.73,2771.0,3262,4229.77,0.61,2731.48
Terracotta,Wood,353,160,10.97,4.46,2170.09,2728,3474.54,0.34,2520.14
Jute Bag,Brass,1253,852,9.54,0.64,1155.54,1281,1345.83,0.29,3581.81
Embroidered Cloth,Bamboo,729,538,29.14,0.53,3000.65,3191,3834.92,0.81,3738.96
Bamboo Basket,Brass,761,340,30.29,2.95,3008.26,3343,3994.06,0.9,3622.95
Bamboo Basket,Terracotta,1076,1103,36.05,1.7,3044.21,3443,4458.84,0.63,5173.3
Metal Craft,Clay,810,1176,37.69,1.34,1053.87,1306,1427.77,0.57,3856.1
Jute Bag,Beads,1240,394,11.99,4.05,2820.17,3481,4110.43,0.69,4353.85
Pottery,Brass,945,295,9.54,3.96,1505.08,1638,1954.27,0.44,2825.37
Bamboo Basket,Bamboo,406,595,30.74,2.69,3249.97,3448,4482.38,0.84,3790.88
Bamboo Basket,Brass,1169,659,21.67,0.46,3264.29,3466,4349.48,0.68,4560.99
Terracotta,Terracotta,521,677,57.15,0.5,3728.02,3962,5102.5,0.65,4182.34
Jute Bag,Clay,840,1018,58.12,4.54,1820.54,2201,2778.91,0.99,4422.79
Wooden Craft,Brass,179,1074,32.35,0.53,1665.32,1845,2318.76,0.54,3111.94
Terracotta,Terracotta,501,651,42.0,4.11,2833.16,3149,3584.41,0.8,3745.75
Wooden Craft,Silk,701,956,6.5,0.64,867.94,1099,1309.67,0.2,2951.5
Terracotta,Silk,1334,767,18.91,3.87,1334.26,1518,1835.53,0.24,3816.41
Handmade Jewellery,Clay,1154,738,36.23,2.09,3609.41,3833,4765.49,0.53,4948.51
Handmade Jewellery,Beads,1056,917,50.65,4.9,407.53,534,612.12,0.31,3257.34
Metal Craft,Brass,381,1131,40.38,4.79,2040.11,2419,2715.68,0.71,3923.97
Metal Craft,Cane,150,574,56.58,2.92,1301.44,1694,2149.25,0.74,2526.19
Wooden Craft,Clay,1283,243,50.63,4.55,680.48,879,1037.32,0.28,2799.33
Handloom Saree,Brass,103,1166,29.54,1.78,2192.54,2373,2597.76,0.54,3409.4
Pottery,Terracotta,153,515,25.85,2.77,2437.91,3190,3691.16,0.99,3063.31
Pottery,Cotton,941,445,41.52,2.64,1409.75,1673,1757.25,0.64,3212.36
Handmade Jewellery,Terracotta,266,430,53.57,0.77,2429.31,2705,3316.85,0.74,2873.08
Terracotta,Terracotta,568,1078,18.17,2.29,334.72,391,449.02,0.71,2706.19
Terracotta,Beads,1144,313,22.87,3.75,2515.59,2984,3772.24,0.35,3862.19
Embroidered Cloth,Cotton,110,1131,34.92,1.62,2673.97,3253,3432.45,0.23,3686.5
Wooden Craft,Wood,1357,378,35.74,3.56,1638.28,1864,2042.33,0.96,3846.27
Embroidered Cloth,Jute,997,240,37.32,3.69,2546.35,2722,3516.1,0.53,3606.16
Embroidered Cloth,Terracotta,841,716,21.05,0.29,200.15,218,263.77,0.21,2308.81
Embroidered Cloth,Cane,1344,132,44.21,1.89,421.28,450,583.92,0.54,2403.39
Cane Furniture,Clay,1251,54,19.66,4.47,520.56,580,691.13,0.73,2348.93
Bamboo Basket,Terracotta,1300,502,44.0,2.51,1680.83,2103,2545.08,0.32,3842.7
Cane Furniture,Clay,435,725,33.77,1.61,3257.05,3667,4209.62,0.5,3779.65
Jute Bag,Wood,1338,947,41.86,2.53,1078.48,1283,1517.39,0.25,4031.78
Handloom Saree,Wood,444,1112,37.6,3.45,1801.22,1905,2405.19,0.76,3675.7
Wooden Craft,Bamboo,1142,1182,29.77,1.14,2774.04,3049,3332.9,0.92,5095.44
Terracotta,Clay,294,833,27.96,0.43,2455.86,2656,3420.93,0.48,3298.65
Handloom Saree,Brass,1435,131,30.22,2.44,320.56,387,488.6,0.2,2407.82
Metal Craft,Cotton,412,57,54.98,3.34,1037.07,1123,1195.83,0.45,1679.13
Cane Furniture,Bamboo,765,526,26.49,1.23,2066.54,2557,2801.49,0.36,3285.12
Embroidered Cloth,Bamboo,1259,140,42.2,0.41,1921.88,2039,2243.82,0.43,3324.63
Wooden Craft,Beads,343,295,28.72,1.16,2097.51,2549,2731.52,0.45,2469.02
Handloom Saree,Beads,548,1182,20.1,0.32,341.11,427,548.97,0.54,2708.37
Pottery,Wood,392,430,30.42,2.16,1313.53,1446,1660.83,0.75,2199.12
Terracotta,Jute,529,897,7.25,3.31,3149.83,3800,4120.36,0.28,4173.68
Terracotta,Cotton,1010,873,49.59,2.72,2436.46,2855,3373.7,0.44,4477.87
Metal Craft,Cotton,206,361,52.3,2.29,3394.74,3841,4653.13,0.41,3291.41
Bamboo Basket,Beads,235,92,40.22,1.16,2588.6,3240,3489.45,0.94,2732.5
Pottery,Clay,1283,365,55.53,4.76,1310.58,1727,2059.16,0.8,3582.91
Metal Craft,Clay,904,489,35.78,4.36,204.24,265,301.24,0.54,2511.39
Cane Furniture,Silk,108,765,54.84,3.79,168.18,200,259.8,0.5,1767.74
Bamboo Basket,Clay,955,377,37.15,3.99,2799.51,3472,3867.23,0.52,3924.77
Handmade Jewellery,Jute,1406,1064,10.55,0.37,866.69,1081,1363.06,0.79,4205.08
Terracotta,Jute,123,1189,19.88,2.96,2744.29,3312,4253.1,0.71,4038.03
Bamboo Basket,Clay,1309,1115,31.05,1.98,3253.99,3908,4406.54,0.29,5694.28
Pottery,Jute,1201,1058,39.05,0.64,400.08,473,602.26,0.64,3583.64
Handloom Saree,Brass,1310,117,8.73,0.25,1910.12,2110,2320.72,0.41,3044.17
Metal Craft,Silk,457,518,38.45,1.12,2535.74,2711,3360.33,0.78,3205.51
Embroidered Cloth,Jute,1369,741,51.86,0.21,452.98,484,515.75,0.51,3331.37
Bamboo Basket,Wood,281,845,58.9,4.88,2010.26,2133,2638.93,0.31,3100.19
Cane Furniture,Beads,718,382,42.24,2.49,2093.41,2313,2473.72,0.71,3142.34
Cane Furniture,Cane,529,975,49.83,0.35,3129.79,3847,4126.42,0.84,4640.75
Jute Bag,Cane,1070,285,18.15,3.74,1514.32,1946,2256.03,0.86,3327.21
Handmade Jewellery,Bamboo,1303,931,43.58,1.96,1420.87,1876,2093.8,0.4,4219.63
Embroidered Cloth,Clay,167,688,51.32,4.04,3094.8,3520,4164.53,0.83,3643.6
Wooden Craft,Bamboo,1092,1093,5.9,3.25,2041.37,2351,2971.68,0.26,4348.23
Bamboo Basket,Cane,403,536,5.84,4.34,2305.18,3049,3653.47,0.49,3167.51
Jute Bag,Beads,364,161,47.28,2.56,1323.57,1436,1811.4,0.37,1953.08
Terracotta,Clay,735,296,30.11,0.74,2757.44,3379,3795.84,0.76,3577.94
Metal Craft,Silk,775,742,24.08,2.82,381.72,468,564.22,0.25,2562.3
Jute Bag,Silk,434,797,12.44,2.03,3193.78,3399,4257.39,0.75,3820.86
Wooden Craft,Silk,55,740,56.76,0.29,3720.65,3979,4615.75,0.3,3664.13
Metal Craft,Terracotta,704,604,48.63,2.72,551.1,599,661.95,0.28,2551.86
Terracotta,Silk,514,959,13.68,2.83,2847.72,3204,3832.18,0.81,4046.28
Terracotta,Cotton,1328,458,11.63,2.08,2999.2,3160,4000.46,0.57,4425.0
Handmade Jewellery,Cotton,895,287,5.24,1.42,1978.38,2192,2426.5,0.69,3053.98
Cane Furniture,Brass,1196,1021,22.93,0.28,2513.9,3112,3575.81,0.75,4906.79
Jute Bag,Terracotta,456,381,24.91,0.19,2513.42,2866,3539.85,0.33,2801.18
Cane Furniture,Beads,75,572,20.91,3.34,1798.81,1901,2462.0,0.77,2379.89
Metal Craft,Cane,259,234,11.8,3.25,876.19,1040,1324.03,0.77,1546.29
Pottery,Silk,741,349,50.67,3.85,2748.45,3596,4093.36,0.65,3842.7
Handloom Saree,Clay,1401,1148,40.1,0.75,585.39,758,910.0,0.43,4051.73
Metal Craft,Cane,418,78,39.33,2.85,3095.22,3421,4236.45,0.65,2866.54
Bamboo Basket,Terracotta,1404,828,31.13,0.95,2978.21,3404,3962.16,0.32,5067.06
Jute Bag,Cotton,1113,271,29.52,1.6,921.18,1076,1245.16,0.85,2717.05
Pottery,Jute,876,649,30.65,2.57,1037.8,1222,1446.87,0.93,3203.04
Handmade Jewellery,Jute,606,1067,38.45,3.04,1325.14,1661,1848.07,0.46,3540.3
Cane Furniture,Cane,736,420,48.05,3.01,2867.17,3782,4782.05,0.22,3953.1
Handloom Saree,Brass,1241,1187,33.95,0.48,1050.37,1330,1449.08,0.27,4139.0
Bamboo Basket,Brass,973,451,12.83,0.55,1160.05,1246,1603.69,0.96,2819.99
Handloom Saree,Bamboo,724,315,7.52,1.3,2883.27,3827,4245.4,0.65,3777.18
Terracotta,Bamboo,371,470,18.65,2.04,431.34,495,578.9,0.96,1791.16
Handloom Saree,Terracotta,467,1102,28.36,3.37,690.44,915,1064.99,0.47,2895.27
Bamboo Basket,Silk,1265,137,13.57,3.69,3264.22,3553,4498.87,0.59,4166.35
Handmade Jewellery,Brass,537,1093,23.61,4.27,2394.21,2925,3484.05,0.94,4246.26
Jute Bag,Bamboo,1098,929,17.9,3.56,955.25,1087,1323.83,0.23,3437.58
Pottery,Brass,131,652,41.09,4.98,2888.84,3483,4362.14,0.37,3384.63
Jute Bag,Bamboo,1134,1168,30.09,4.32,1301.45,1519,1891.62,0.4,4173.05
Wooden Craft,Wood,1429,679,37.02,1.95,1514.79,1810,2094.3,0.53,4087.64
Metal Craft,Cane,445,1135,36.28,1.94,3404.06,3620,4429.46,0.36,4441.18
